"","outcome","exposure","nsnp","b","se","pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sex","population"
"139","Insulin disposition index","APOC3 inhibitor",1,0.010412147505423,0.173536040153915,0.952155703093347,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD","Males and females","European"
"140","Insulin disposition index","APOC3 inhibitor",1,0.010412147505423,0.17353579175705,0.952155634691786,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD","Males and females","European"
"141","Insulin sensitivity index","APOC3 inhibitor",1,0.225596529284165,0.186659417747465,0.226816644975132,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD","Males and females","European"
"142","Insulin sensitivity index","APOC3 inhibitor",1,0.225596529284165,0.186550976138829,0.226546717741115,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD","Males and females","European"
"143","Insulin-like growth factor 1","APOC3 inhibitor",1,-0.0200800953801301,0.0709566600729951,0.777183744853332,27329260,2016,NA,NA,"Growth hormone",NA,NA,30884,"SD","Males and females","European"
"144","Insulin-like growth factor 1","APOC3 inhibitor",1,-0.0200800953801301,0.0709544006364425,0.77717683700282,27329260,2016,NA,NA,"Growth hormone",NA,NA,30884,"SD","Males and females","European"
"145","Insulin-like growth factor binding protein 3","APOC3 inhibitor",1,0.0178886670419957,0.0860046863560011,0.835231761050144,27329260,2016,NA,NA,"Growth hormone",NA,NA,18995,"SD","Males and females","European"
"146","Insulin-like growth factor binding protein 3","APOC3 inhibitor",1,0.0178886670419957,0.0860032069327549,0.835228967353655,27329260,2016,NA,NA,"Growth hormone",NA,NA,18995,"SD","Males and females","European"
"147","Haemoglobin concentration","APOC3 inhibitor",1,0.110629067245119,0.0503253796095445,0.0279294534399883,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL","Males and females","Mixed"
"148","Haemoglobin concentration","APOC3 inhibitor",1,0.110629067245119,0.0504219824000841,0.0282307934041181,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL","Males and females","Mixed"
"149","Mean cell haemoglobin","APOC3 inhibitor",1,0.0229934924078091,0.0880718012140651,0.794033384087622,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg","Males and females","Mixed"
"150","Mean cell haemoglobin","APOC3 inhibitor",1,0.0229934924078091,0.0880694143167028,0.794027927572297,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg","Males and females","Mixed"
"151","Mean cell haemoglobin concentration","APOC3 inhibitor",1,-0.00130151843817787,0.0290672682906625,0.964285788403795,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL","Males and females","Mixed"
"152","Mean cell haemoglobin concentration","APOC3 inhibitor",1,-0.00130151843817787,0.0290672451193059,0.964285759952738,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL","Males and females","Mixed"
"153","Mean cell volume","APOC3 inhibitor",1,0.335357917570499,0.224060835281431,0.134464289489008,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl","Males and females","Mixed"
"154","Mean cell volume","APOC3 inhibitor",1,0.335357917570499,0.223861171366594,0.134117138775246,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl","Males and females","Mixed"
"155","Mean platelet volume","APOC3 inhibitor",1,-0.00780911062906724,0.00867678958785249,0.368120250693519,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl","Males and females","European"
"156","Mean platelet volume","APOC3 inhibitor",1,-0.00780911062906724,0.00867958360472843,0.368274449160132,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl","Males and females","European"
"157","Packed cell volume","APOC3 inhibitor",1,0.363557483731019,0.160086767895879,0.0231468138937121,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%","Males and females","Mixed"
"158","Packed cell volume","APOC3 inhibitor",1,0.363557483731019,0.160414712878835,0.0234293524543074,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%","Males and females","Mixed"
"159","Platelet count","APOC3 inhibitor",1,7.00303687635575,3.38351409978308,0.0384755245639973,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l","Males and females","European"
"160","Platelet count","APOC3 inhibitor",1,7.00303687635575,3.38927234689288,0.03880619171217,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l","Males and females","European"
"161","Red blood cell count","APOC3 inhibitor",1,0.0190889370932755,0.0195227765726681,0.32818424412387,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L","Males and females","Mixed"
"162","Red blood cell count","APOC3 inhibitor",1,0.0190889370932755,0.0195301964076464,0.328368043163739,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L","Males and females","Mixed"
"163","Heart rate","APOC3 inhibitor",1,-0.0806941431670282,0.40998462304506,0.8439665486195,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute","Males and females","Mixed"
"164","Heart rate","APOC3 inhibitor",1,-0.0806941431670282,0.40997830802603,0.843964176065606,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute","Males and females","Mixed"
"165","Leptin","APOC3 inhibitor",1,-0.0121475054229935,0.0399147020595506,0.760871450455587,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml","Males and females","European"
"166","Leptin","APOC3 inhibitor",1,-0.0121475054229935,0.0399132321041215,0.760862912213715,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml","Males and females","European"
"167","Plasma cortisol","APOC3 inhibitor",1,0.0399696312364425,0.106925680499748,0.708547470122879,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD","Males and females","European"
"168","Plasma cortisol","APOC3 inhibitor",1,0.0399696312364425,0.106919739696312,0.708532016463312,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD","Males and females","European"
"169","Chronic kidney disease","APOC3 inhibitor",1,-0.13882863340564,0.130151843817787,0.286122384391018,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds","Males and females","Mixed"
"170","Chronic kidney disease","APOC3 inhibitor",1,-0.13882863340564,0.130210709804572,0.286340272176011,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds","Males and females","Mixed"
"171","Microalbuminuria","APOC3 inhibitor",1,-0.308026030368764,0.178086148588126,0.0836935061479235,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds","Males and females","European"
"172","Microalbuminuria","APOC3 inhibitor",1,-0.308026030368764,0.177874186550976,0.0833256871946906,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds","Males and females","European"
"173","Serum creatinine (eGFRcrea)","APOC3 inhibitor",1,0.00650759219088937,0.00737755385746776,0.377733584653733,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²","Males and females","Mixed"
"174","Serum creatinine (eGFRcrea)","APOC3 inhibitor",1,0.00650759219088937,0.00737527114967462,0.377585975474249,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²","Males and females","Mixed"
"175","Serum cystatin C (eGFRcys)","APOC3 inhibitor",1,0.0156182212581345,0.0160581016910368,0.330748688698679,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²","Males and females","Mixed"
"176","Serum cystatin C (eGFRcys)","APOC3 inhibitor",1,0.0156182212581345,0.0160520607375271,0.330566734834094,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²","Males and females","Mixed"
"177","Urinary albumin-to-creatinine ratio","APOC3 inhibitor",1,-0.355748373101952,0.247491906651444,0.150600345395964,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g","Males and females","European"
"178","Urinary albumin-to-creatinine ratio","APOC3 inhibitor",1,-0.355748373101952,0.247288503253796,0.150264881073092,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g","Males and females","European"
"179","HDL cholesterol","APOC3 inhibitor",1,0.412581344902386,0.0313092478901317,1.18058012903257e-39,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187167,"SD (mg/dL)","Males and females","Mixed"
"180","HDL cholesterol","APOC3 inhibitor",1,0.412581344902386,0.0290672451193059,9.97574261695541e-46,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187167,"SD (mg/dL)","Males and females","Mixed"
"181","LDL cholesterol","APOC3 inhibitor",1,-0.329718004338395,0.031236442516269,4.78798727998216e-26,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,173082,"SD (mg/dL)","Males and females","Mixed"
"182","LDL cholesterol","APOC3 inhibitor",1,-0.329718004338395,0.0325908940114711,4.65025789418972e-24,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,173082,"SD (mg/dL)","Males and females","Mixed"
"183","Total cholesterol","APOC3 inhibitor",1,-0.45943600867679,0.0299349240780911,3.66255429213758e-53,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187365,"SD (mg/dL)","Males and females","Mixed"
"184","Total cholesterol","APOC3 inhibitor",1,-0.45943600867679,0.0326183219052789,4.6824548180358e-45,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187365,"SD (mg/dL)","Males and females","Mixed"
"185","Triglycerides","APOC3 inhibitor",1,-1,0.0281995661605206,1.92612818234212e-275,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,177861,"SD (mg/dL)","Males and females","Mixed"
"186","Triglycerides","APOC3 inhibitor",1,-1,0.0398802089172456,9.29893434499323e-139,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,177861,"SD (mg/dL)","Males and females","Mixed"
"187","Percent emphysema","APOC3 inhibitor",1,-0.0264642082429501,0.0772234273318872,0.731826698838058,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)","Males and females","Mixed"
"188","Percent emphysema","APOC3 inhibitor",1,-0.0264642082429501,0.0772270332300454,0.731838737915434,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)","Males and females","Mixed"
"189","FEV1/FVC","APOC3 inhibitor",1,-0.0017353579175705,0.0577006507592191,0.97600708890912,21946350,2011,"Soler Artigas M","SpiroMetaplusCHARGE","Lung function",NA,NA,48201,"SD","Males and females","European"
"190","FEV1/FVC","APOC3 inhibitor",1,-0.0017353579175705,0.057700671510848,0.976007097535395,21946350,2011,"Soler Artigas M","SpiroMetaplusCHARGE","Lung function",NA,NA,48201,"SD","Males and females","European"
"191","Copper","APOC3 inhibitor",1,0.017353579175705,0.238611713665944,0.942023145513678,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"192","Copper","APOC3 inhibitor",1,0.017353579175705,0.238612215477623,0.942023267226662,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"193","Ferritin","APOC3 inhibitor",1,0.0563991323210412,0.0802760600615062,0.482327019085134,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"194","Ferritin","APOC3 inhibitor",1,0.0563991323210412,0.0802603036876356,0.482241043015876,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"195","Iron","APOC3 inhibitor",1,0.0832971800433839,0.0854986503535962,0.329931727725356,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"196","Iron","APOC3 inhibitor",1,0.0832971800433839,0.0854663774403471,0.329749141754307,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"197","Selenium","APOC3 inhibitor",1,0.425162689804772,0.260303687635575,0.102398909834216,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"198","Selenium","APOC3 inhibitor",1,0.425162689804772,0.260579653063262,0.102763027635993,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"199","Transferrin","APOC3 inhibitor",1,-0.0885032537960954,0.0876355748373102,0.31254272827524,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"200","Transferrin","APOC3 inhibitor",1,-0.0885032537960954,0.0876711056272473,0.312738878365413,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"201","Transferrin Saturation","APOC3 inhibitor",1,0.112798264642082,0.0859590899831225,0.189441883284477,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"202","Transferrin Saturation","APOC3 inhibitor",1,0.112798264642082,0.0859002169197397,0.189138704042546,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD","Males and females","European"
"203","Zinc","APOC3 inhibitor",1,-0.151843817787419,0.229974790430359,0.50908514570286,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"204","Zinc","APOC3 inhibitor",1,-0.151843817787419,0.229934924078091,0.509011698140521,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"205","Urate","APOC3 inhibitor",1,-0.182779497095011,0.175406092834391,0.297394899479066,25811787,2015,"Huffman JE","GUGC","Other",NA,NA,7189,"SD (mg/dL)","Females","European"
"206","Urate","APOC3 inhibitor",1,-0.182779497095011,0.175330346970933,0.297186241122374,25811787,2015,"Huffman JE","GUGC","Other",NA,NA,7189,"SD (mg/dL)","Females","European"
"207","Neo-agreeableness","APOC3 inhibitor",1,-0.0472885032537961,0.55704989154013,0.932348074162409,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"208","Neo-agreeableness","APOC3 inhibitor",1,-0.0472885032537961,0.557051487681222,0.93234826754288,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"209","Neo-conscientiousness","APOC3 inhibitor",1,-0.481995661605206,0.67432354982199,0.474742544035821,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"210","Neo-conscientiousness","APOC3 inhibitor",1,-0.481995661605206,0.674186550976139,0.474652783566231,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"211","Neo-extraversion","APOC3 inhibitor",1,-0.567462039045553,0.698231116850775,0.416382187952988,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"212","Neo-extraversion","APOC3 inhibitor",1,-0.567462039045553,0.698047722342733,0.416259750395915,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"213","Neo-neuroticism","APOC3 inhibitor",1,-0.642516268980477,0.865509761388286,0.457871737602631,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"214","Neo-neuroticism","APOC3 inhibitor",1,-0.642516268980477,0.86569938987195,0.457970239983269,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"215","Neo-openness to experience","APOC3 inhibitor",1,0.265075921908894,0.636920221475964,0.677275462750349,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"216","Neo-openness to experience","APOC3 inhibitor",1,0.265075921908894,0.636876355748373,0.677254488759887,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score","Males and females","European"
"217","Neuroticism","APOC3 inhibitor",1,-0.00433839479392625,0.0260303687635575,0.867632334778193,27089181,2016,"Okbay","SSGAC","Personality",NA,NA,170911,"SD","Males and females","European"
"218","Neuroticism","APOC3 inhibitor",1,-0.00433839479392625,0.0260306562585467,0.867633783223738,27089181,2016,"Okbay","SSGAC","Personality",NA,NA,170911,"SD","Males and females","European"
"219","Adiponectin","APOC3 inhibitor",1,-0.066885032537961,0.0363470715835141,0.0657423064452409,22479202,2012,"Dastani Z","ADIPOGen","Protein",NA,NA,39883,"ln(mg/dL)","Males and females","Mixed"
"220","Adiponectin","APOC3 inhibitor",1,-0.066885032537961,0.0363959763562578,0.066106029259922,22479202,2012,"Dastani Z","ADIPOGen","Protein",NA,NA,39883,"ln(mg/dL)","Males and females","Mixed"
"221","2-choice reaction time","APOC3 inhibitor",1,0.402169197396963,0.246681658938571,0.103034606152732,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2602,"SD (milliseconds)","Males and females","European"
"222","2-choice reaction time","APOC3 inhibitor",1,0.402169197396963,0.246420824295011,0.102670585312263,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2602,"SD (milliseconds)","Males and females","European"
