"","outcome","exposure","method","nsnp","b","se","pval","Q","Q_df","Q_pval","egger_intercept","egger_intercept_se","egger_intercept_pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sd","sex","population"
"109","Putamen volume","Lp(a)","Wald ratio",1,1.82590909090909,13.6155303030303,0.893319638876279,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"110","Schizophrenia","Lp(a)","Wald ratio",1,0.0109059699118939,0.0185606060606061,0.556809572276498,NA,NA,NA,NA,NA,NA,25056061,2014,"Ripke S","PGC","Psychiatric / neurological",35476,46839,82315,"log odds",NA,"Males and females","Mixed"
"111","Simple reaction time","Lp(a)","Wald ratio",1,0.116439393939394,0.0458333333333333,0.0110695401729227,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2378,"SD (milliseconds)",75.43,"Males and females","European"
"112","Subjective well being","Lp(a)","Wald ratio",1,-0.00833333333333333,0.0053030303030303,0.116083133738655,NA,NA,NA,NA,NA,NA,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,298420,"SD",NA,"Males and females","European"
"113","Thalamus volume","Lp(a)","Wald ratio",1,6.59469696969697,14.0356818181818,0.638460566696441,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"114","Age at menarche","Lp(a)","Wald ratio",1,0.00431818181818182,0.0116125080143939,0.710000000000228,NA,NA,NA,NA,NA,NA,25231870,2014,"Perry JR","ReproGen","Reproductive aging",NA,NA,182416,"years",NA,"Females","European"
"115","Age at menopause","Lp(a)","Wald ratio",1,0.00757575757575758,0.0378787878787879,0.841480581121794,NA,NA,NA,NA,NA,NA,26414677,2015,"Day","ReproGen","Reproductive aging",NA,NA,69360,"years",NA,"Females","European"
"116","Chronotype","Lp(a)","Wald ratio",1,-0.00594400757575758,0.00543262878787879,0.273897527534669,NA,NA,NA,NA,NA,NA,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,"SD",NA,"Males and females","European"
"117","Sleep duration","Lp(a)","Wald ratio",1,0.00170543181818182,0.00547235606060606,0.755310412553902,NA,NA,NA,NA,NA,NA,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,"SD",NA,"Males and females","European"
"118","Father’s age at death","Triglycerides","Inverse variance weighted",38,0.0159343852204565,0.0108467689708308,0.141820746664296,65.1639543271433,37,0.00288102215142727,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"119","Father’s age at death","Triglycerides","MR Egger",38,0.0142368627601409,0.0129736885058978,0.279768213038329,66.8616277573672,36,0.00133983869540418,-0.000341704759644249,0.00138878418089585,0.807044119776537,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"120","Father’s age at death","Triglycerides","Weighted median",38,0.00835321575293645,0.00954804393774499,0.381649285948711,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"121","Mother’s age at death","Triglycerides","Inverse variance weighted",38,0.000759664152219422,0.00896864629865235,0.93249813984312,24.6299045784468,37,0.940536589335396,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"122","Mother’s age at death","Triglycerides","MR Egger",38,-0.00360931981511568,0.0105895779525631,0.73520749104321,24.7119711592004,36,0.922364297309941,-0.000879950407600535,0.0011340306905846,0.44284696804545,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"123","Mother’s age at death","Triglycerides","Weighted median",38,0.000197635112885952,0.010215046898505,0.984563931080428,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"124","Parents' age at death","Triglycerides","Inverse variance weighted",38,0.0125599094569702,0.013382180031218,0.347959362884351,36.7886450113043,37,0.478859204277322,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"125","Parents' age at death","Triglycerides","MR Egger",38,0.00365140045146638,0.01577078332058,0.81821451857844,36.6602886546891,36,0.438057464475672,-0.0017965885148951,0.00169042809821892,0.294949876720987,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"126","Parents' age at death","Triglycerides","Weighted median",38,0.00372135619268196,0.0154503229221693,0.809664055645861,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"127","Top 1 % survival","Triglycerides","Inverse variance weighted",38,-0.000554321921963303,0.00149982384817942,0.711686996579416,26.3473191363712,37,0.903653623001972,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"128","Top 1 % survival","Triglycerides","MR Egger",38,-0.000144040591051504,0.00177110194828412,0.935631403087161,26.8894844152792,36,0.864352989968663,8.27096266326547e-05,0.00018989652534254,0.665762954473482,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"129","Top 1 % survival","Triglycerides","Weighted median",38,-0.000476390320575954,0.00171806318766461,0.781562541334339,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"130","Birth length","Triglycerides","Inverse variance weighted",32,0.01153873972549,0.0269090430806988,0.668064936818882,55.8280742018812,31,0.00405412902603882,NA,NA,NA,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"131","Birth length","Triglycerides","MR Egger",32,-0.0384469219385176,0.0281044405767092,0.181471789333107,42.6643082850652,30,0.0627072234314776,-0.00821179262275551,0.00252642709832622,0.00284339341897747,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"132","Birth length","Triglycerides","Weighted median",32,-0.0178619861070251,0.0226198450890763,0.429726377345438,NA,NA,NA,NA,NA,NA,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"133","Birth weight","Triglycerides","Inverse variance weighted",38,0.00457607031584351,0.0116943985250242,0.695572201562526,119.651763085316,37,1.21376066766478e-10,NA,NA,NA,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"134","Birth weight","Triglycerides","MR Egger",38,-0.00540013248403486,0.0136952377373528,0.695680382496336,116.971805628824,36,1.71331663983405e-10,-0.00196305093205355,0.00144415698545469,0.182504339613002,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"135","Birth weight","Triglycerides","Weighted median",38,0.00545827634068828,0.00757042037716367,0.470909250708985,NA,NA,NA,NA,NA,NA,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"136","Body fat","Triglycerides","Inverse variance weighted",38,0.0337929018156689,0.0224894960254907,0.132940099867379,240.252030060184,37,1.30487371338398e-31,NA,NA,NA,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"137","Body fat","Triglycerides","MR Egger",38,0.0233635735437078,0.0267868689594828,0.388878158609951,243.343534541908,36,1.31972234887038e-32,-0.0020152241220599,0.00276827566779052,0.471340072457524,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"138","Body fat","Triglycerides","Weighted median",38,0.0329508543962173,0.0108978861259877,0.00249786013504365,NA,NA,NA,NA,NA,NA,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"139","Body mass index","Triglycerides","Inverse variance weighted",38,0.0238813115291393,0.0271315182717547,0.378747996064562,772.447260462619,37,2.39486702640893e-138,NA,NA,NA,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"140","Body mass index","Triglycerides","MR Egger",38,0.0434332834875393,0.0320839271671189,0.184258009524147,766.656342465051,36,8.16526363145013e-138,0.00358527258313527,0.00316960894260681,0.265475305739338,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"141","Body mass index","Triglycerides","Weighted median",38,0.0311995727502295,0.00837438065011166,0.000194853011771679,NA,NA,NA,NA,NA,NA,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"142","Childhood obesity","Triglycerides","Inverse variance weighted",34,-0.0303378154199777,0.09121819567246,0.739447469896883,91.5900825264962,33,2.05009190247303e-07,NA,NA,NA,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"143","Childhood obesity","Triglycerides","MR Egger",34,-0.0425708955205994,0.10945492447452,0.699899989078452,94.322968137886,32,4.63263967401773e-08,-0.00224568120064398,0.0107219821125605,0.835427440873862,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"144","Childhood obesity","Triglycerides","Weighted median",34,-0.0160554241084628,0.0647247295386747,0.80409028259844,NA,NA,NA,NA,NA,NA,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"145","Difference in height between adolescence and adulthood","Triglycerides","Inverse variance weighted",32,0.00183381820682693,0.0466496106551102,0.968642857735806,26.5974412744976,31,0.692234648284678,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"146","Difference in height between adolescence and adulthood","Triglycerides","MR Egger",32,0.0026618992003457,0.0552370216198516,0.961883826443609,27.4832389208424,30,0.597800293702806,0.000147098514599806,0.00525442500654382,0.977851410000223,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"147","Difference in height between adolescence and adulthood","Triglycerides","Weighted median",32,0.0173104553904055,0.0534597818589327,0.746086934891254,NA,NA,NA,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"148","Difference in height between childhood and adulthood","Triglycerides","Inverse variance weighted",32,-0.0303111206731026,0.0484349531202193,0.531438994142532,43.6634634079829,31,0.0652230696451481,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"149","Difference in height between childhood and adulthood","Triglycerides","MR Egger",32,-0.0898990253954116,0.0543346540746973,0.108443995038752,39.4908908303049,30,0.115107177839294,-0.0110192579705761,0.00532920368964809,0.0473859570067768,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"150","Difference in height between childhood and adulthood","Triglycerides","Weighted median",32,-0.0521418310038642,0.0462993531638329,0.260085448452987,NA,NA,NA,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"151","Extreme body mass index","Triglycerides","Inverse variance weighted",34,0.0557344861299368,0.124879482477973,0.655376084982756,182.840640055547,33,1.14079653381221e-22,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"152","Extreme body mass index","Triglycerides","MR Egger",34,0.111898213451839,0.148197542831666,0.455733967954013,185.572543704661,32,1.49529622775325e-23,0.0103621831843344,0.0144507054733066,0.478531993099976,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"153","Extreme body mass index","Triglycerides","Weighted median",34,0.0792726917735816,0.0594515033775256,0.182400257009889,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"154","Extreme height","Triglycerides","Inverse variance weighted",34,0.0462499739132398,0.0422833943314881,0.274038583388651,38.6532733318592,33,0.229420690431124,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"155","Extreme height","Triglycerides","MR Egger",34,0.00852358298196795,0.0491609696284417,0.863443990392741,37.4321125275555,32,0.233815079672251,-0.00627583857139333,0.00435510297625718,0.159290353516677,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"156","Extreme height","Triglycerides","Weighted median",34,0.0360747392901272,0.0492482849418819,0.463858851726457,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"157","Extreme waist-to-hip ratio","Triglycerides","Inverse variance weighted",34,-0.290272458188867,0.0906378690656361,0.00136215865371983,77.5897276776339,33,1.87544685485087e-05,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"158","Extreme waist-to-hip ratio","Triglycerides","MR Egger",34,-0.252674406851307,0.107531731270866,0.0251182460366648,78.9269625989648,32,7.6864721631644e-06,0.0073476558295559,0.011065805863862,0.51144880594848,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"159","Extreme waist-to-hip ratio","Triglycerides","Weighted median",34,-0.284039770783023,0.0767140760718688,0.000213420587551967,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"160","Height","Triglycerides","Inverse variance weighted",37,0.0358252611608689,0.0153752183717895,0.0198027057431907,240.38025753287,36,4.72437441365442e-32,NA,NA,NA,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"161","Height","Triglycerides","MR Egger",37,0.0139352067385897,0.0173400801901254,0.427028641553227,214.514217176224,35,1.14790738436645e-27,-0.00387327226852337,0.00167599295641619,0.0268421066583812,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"162","Height","Triglycerides","Weighted median",37,0.0176614820466202,0.00728198351907668,0.0152929208901654,NA,NA,NA,NA,NA,NA,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"163","Hip circumference","Triglycerides","Inverse variance weighted",38,0.0371273401329223,0.0249169146580821,0.136212235012682,485.082922503938,37,1.80310976792953e-79,NA,NA,NA,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"164","Hip circumference","Triglycerides","MR Egger",38,0.0432609860696704,0.0298472591785044,0.15587856381476,496.525457273899,36,2.36572036410088e-82,0.00115085772700362,0.00299833581939189,0.703360543382101,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"165","Hip circumference","Triglycerides","Weighted median",38,0.0378678826190469,0.00969549289471268,9.39451584013822e-05,NA,NA,NA,NA,NA,NA,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"166","Infant head circumference","Triglycerides","Inverse variance weighted",38,0.00732872559462535,0.0315899799084305,0.816541695541177,44.9649743673753,37,0.172831042892103,NA,NA,NA,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"167","Infant head circumference","Triglycerides","MR Egger",38,-0.0248353534596369,0.0369896824007996,0.506243216816224,43.1856389652929,36,0.191139194618777,-0.00568289011413337,0.0035767102180667,0.120837240487951,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"168","Infant head circumference","Triglycerides","Weighted median",38,0.00410732595546467,0.0327235490036314,0.900115132127443,NA,NA,NA,NA,NA,NA,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"169","Obesity class 1","Triglycerides","Inverse variance weighted",37,0.0571763338722159,0.0775408182294637,0.460896897840154,334.434139450515,36,4.6718637099855e-50,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"170","Obesity class 1","Triglycerides","MR Egger",37,0.109940310642276,0.0923356416580723,0.241800244517725,333.504000275946,35,2.27502275907894e-50,0.00930040388931245,0.00886596072454177,0.301367428639743,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"171","Obesity class 1","Triglycerides","Weighted median",37,0.104398017019444,0.0330564208242227,0.0015875931284654,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"172","Obesity class 2","Triglycerides","Inverse variance weighted",35,0.0299137230936196,0.109677260271453,0.785050651300768,279.584896731087,34,2.23036139708639e-40,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"173","Obesity class 2","Triglycerides","MR Egger",35,0.0871912580735212,0.130490359265039,0.508664551121154,282.307724735757,33,2.25333265783548e-41,0.0104894690216193,0.0127951411871484,0.418211619589623,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"174","Obesity class 2","Triglycerides","Weighted median",35,0.0634610208173558,0.0469304400609293,0.176299896960144,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"175","Obesity class 3","Triglycerides","Inverse variance weighted",35,0.0578625948024187,0.143383373579954,0.686542457506942,140.407669568775,34,6.95171533911326e-15,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"176","Obesity class 3","Triglycerides","MR Egger",35,0.169599903013031,0.167517840505523,0.318699071245226,138.014015299266,33,8.4441638408432e-15,0.0206960230409539,0.0164146605036427,0.216213353833609,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"177","Obesity class 3","Triglycerides","Weighted median",35,0.113617886204007,0.0788574261049069,0.149640811197407,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"178","Overweight","Triglycerides","Inverse variance weighted",37,0.0176612808976837,0.0499920418964298,0.723877153229696,263.210357386867,36,2.4026312370136e-36,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
"179","Overweight","Triglycerides","MR Egger",37,0.0501186090581705,0.0598328744854008,0.407914809357719,263.38419130905,35,8.02677839896577e-37,0.00558664668308201,0.00565422280359178,0.329910571785734,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
"180","Overweight","Triglycerides","Weighted median",37,0.0308938751384828,0.0228227462532169,0.175849959625343,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
